,none,board_features,graph_features,turn_features,p0_vps,p1_vps
1,2.6359714306891666,0.36685040551942716,0.012988548170560388,0.14468416297639786,0.6174232932097862,0.22208231993613514
2,2.6359713487508545,0.6899259026435739,-0.08573590520116658,0.3706392457815292,0.3091922784004591,0.08000712845542912
3,2.635971313733312,0.6489898612715385,-0.20250410019348608,0.16759210576199401,0.5882124969573433,0.16173835650190582
4,2.6359713006491865,0.34280537116857646,-0.16414759696058778,0.1223559492568228,0.766621463420613,0.29639357732868155
5,2.6359713007506054,0.32226803089906714,-0.23435878140817878,0.16535937557802038,0.8444248416626257,0.2663352981890067
6,2.6359710903098694,0.5591848204933747,-0.11729927164996101,-0.14654356507272137,0.46591511263192026,0.6027715747377668
7,2.6359711937650365,0.47676317348825786,-0.30796947446268585,0.28451989626126817,0.4716317227777709,0.4390834057104602
8,2.6359716305476693,-0.10395226383398168,-0.6765329896768885,-0.8955513456062946,0.045426126144225615,-0.005360592705216577
9,2.6359711501661605,0.2905779593186222,-0.1926528539306326,-0.020103002893121086,-0.2494812945027707,0.5356878844162705
10,2.6359710598917494,0.4419169150556997,-0.20132336777617155,0.5175385653777969,-0.17600595041452805,0.7819024823010277
11,2.635971497014088,-0.14104957619788724,-0.6254276624798685,-0.2508000111859595,-0.7949244960043588,0.17623063392393515
12,2.635971237131242,0.24107103548068656,-0.24021192024483354,0.2347655400278527,-0.24458364889017695,0.3729877752453057
13,2.635971131350158,0.4241865201285997,-0.11256516925602347,-0.20598924372839625,-0.21269828379373415,0.47109491263861913
14,2.6359712142676055,0.3306829717158647,-0.14590537684835694,0.10966911117596337,-0.22327982138700123,0.29286187715062106
15,2.635971150049091,0.4356932532860686,-0.20706822813232353,-0.15790817535107884,0.0034470629646736473,0.2898648439957249
16,2.635971207926755,0.33913123014510094,-0.2998570911826336,0.17715269077971066,-0.1747425706317919,0.32234449066410065
17,2.6359711259872176,0.3770843665866363,-0.29296928070830586,-0.1642622430856028,0.09504606967533755,0.3491298172669106
18,2.6359711596249595,0.4774065999748339,-0.2712197040983563,-0.17296832513282245,0.9239690316792306,0.40684114126546067
19,2.635971236145954,0.33493263834948744,-0.24957535270671427,0.14586931734369368,0.8125889064212668,0.3202132360328547
20,2.635971132199109,0.48635594973896373,-0.29585847646437846,-0.18906792183296484,1.0004213773921058,0.3621777897856432
21,2.6359712731026486,0.31257144215946314,-0.28303962456217524,0.12813900351340668,0.784875116164457,0.42148282585417407
22,2.635971190785796,0.3900072433110647,-0.224072980636019,-0.2148480797379414,0.9786856682866892,0.43425688802676565
23,2.6359715903732566,-0.3045248115704482,-0.3575596062004519,-0.46145604917715677,-0.9503817855532971,0.43795117919169746
24,2.6359711095894625,0.19149740170592033,-0.07693012706177405,0.5352768488780172,-0.2568954358102181,0.9710799413584073
25,2.6359715903732566,-0.3045248115704482,-0.3575596062004519,-0.46145604917715677,-0.9503817855532971,0.43795117919169746
26,2.6359711867760045,0.3913752716715496,0.13259363130735943,0.10826348284539103,-0.6204017696564701,0.3521980926299606
27,2.6359711359918836,0.538408844734636,-0.07014019332623836,-0.10333707843478548,-0.43961442213136515,0.43871160295477807
28,2.6359712565445315,0.501135576524395,-0.32375568513538033,-0.16546307145758188,0.9083749181996156,0.44373703867557157
29,2.6359713251478305,0.3807155813555964,-0.31627129332276327,0.09822122692739954,0.8122611957194532,0.3891020420894796
30,2.635971175412938,0.6968894312268874,-0.2721142575777883,-0.1467901734823006,0.6718069263491209,0.4142367797196021
31,2.6359712081725544,0.41557892321595336,-0.19537304996793647,-0.06035319253918958,0.6909871963689753,0.5131889182138016
32,2.6359711447405694,0.5348896277677962,-0.22817810414545503,-0.2064982729934589,0.7283471057463039,0.5354683970099224
33,2.6359715028230046,-0.2482322674254636,-0.4847353851994445,0.20413512925813515,-1.1544127277388831,0.04727407894521388
34,2.6359714115890456,-0.17135947517883063,-0.29047511005550386,-0.1760065822246897,-0.9597391396237126,-0.038390887702114074
35,2.6359713112179857,0.04480562697622681,-0.39797075309218166,-0.15172699104920437,-1.3221582396863507,0.19107912597604584
36,2.6359710753010606,0.40655630944786736,-0.30907078557538215,-0.15346991689769862,0.6301776171763057,0.7898355285582207
37,2.635971102408606,0.4761427199487619,-0.2942327055674988,0.17712981038103615,0.5348394840690534,0.4701494341863146
38,2.635970993894161,0.46965975129825516,-0.06922481836875805,-0.2750140036370782,0.6897212930683337,0.5488864508634053
39,2.635971063083563,0.5508347833516181,-0.09771707914020458,-0.12809498525659815,-0.30199696279886934,0.34100302563020213
40,2.6359711225774123,0.4421333671081763,-0.05204008619813963,0.11979612797053399,-0.39843185735515496,0.25257118374610943
41,2.6359710384283903,0.5998603339059558,-0.1608151247819937,-0.1536512783443246,-0.12803152291000644,0.2066663629091515
42,2.6359711897735694,0.25038381174962976,-0.3416304135252022,0.09196413410432266,-0.012321566691517433,0.375632800773038
43,2.635971502397827,-0.15506187742442326,-0.9847253492484699,-0.17218728740092623,-0.9624287841499328,-0.3615678712158156
44,2.6359714045104403,-0.6086244375967517,-0.2863156445141868,-0.2066248377899155,-0.4569092738671511,-0.07749700395823869
45,2.6359714882164638,-0.653878164255562,-0.3020826360800104,0.14215045444479332,-0.5613716462625725,-0.26078919180216553
46,2.6359713715938717,-0.45986734326712886,-0.324146008753751,-0.16705185286766785,-0.46523300277685087,-0.2196729976707957
47,2.6359715868001223,-0.7459323270230163,-0.5716036060433624,0.2248660360433808,-0.5377409026957453,-0.005560365424539665
48,2.6359714715621445,-0.4541751753137444,-0.32953207356867853,-0.2552925186450834,-0.6415273935702825,0.04455592345739945
49,2.6359715230126315,-0.4309744841594759,-0.34869750998368276,0.18357129020947843,-0.7342783141623305,-0.30559222630845295
50,2.635971378986106,-0.17800189449954304,-0.26036480764747993,-0.23037164627456622,-0.7182568967040127,-0.2489760194128581
51,2.6359716033763503,-0.5562453158597491,-0.6386545235240869,0.21053285126816448,-0.5013787811426049,-0.15022541442704943
52,2.635970975852319,0.35151842941932376,0.14454251098513218,0.034478124307883856,-0.2543916412734515,0.08788121105322541
53,2.6359714329956607,0.009841485676355594,-0.19695355402695966,0.15011956130919674,-0.9716453674454063,-0.6273333625531038
54,2.635971338388205,0.03192958392760184,-0.08683863502704839,-0.17386723672733115,-0.7939418007687086,-0.6132531261066836
55,2.6359713996759204,-0.09159351747986497,-0.12662404134615776,0.1285748833635807,-0.8063994776361093,-0.7399290831948592
56,2.6359709679650325,0.6346079674395702,-0.17504195752634025,-0.13264577284261794,0.15913817789732684,-0.12202970250324777
57,2.6359714507456125,-0.016024382253586933,-0.30284189407362405,0.08860070597193043,-0.9996358199849008,-0.4060699152593742
58,2.6359713672573033,0.06856503181380955,-0.31618581822180025,-0.25926742026653804,-0.8008921700813217,-0.3281909277707913
59,2.6359714060640456,-0.10760677232735613,-0.0726953565254588,-0.1331535551837815,-1.0032010134622316,-0.3193144665225872
60,2.635971110539254,0.35783739354357025,0.11922134557091249,0.090022828305753,-0.29113251399825446,0.08807960198111983
61,2.6359714236430856,0.24820292039145717,-0.7203357760715222,-0.12718417382660574,-0.958772209232318,-1.0778819385163756
62,2.635971124414099,0.49485965554265127,0.009105725201515286,0.14374380958586921,-0.3730660139612837,0.08938551455274787
63,2.635971030307846,0.7016189937393468,-0.2967834526146338,-0.24836583556347017,-0.21899638494475185,0.42655530828187543
64,2.635970985593903,0.5662477475299635,-0.2401694473357399,-0.11235444295210387,-0.6346270061528356,0.7849317849677346
65,2.6359712049133974,0.3514085992567999,-0.2508223156720689,-0.161751702274046,1.218957910083858,0.20623622518099227
66,2.6359712706953906,0.2951480977704196,-0.22120216002009185,0.1964810743964106,0.9524570956385806,0.14114463745249606
67,2.6359711852230077,0.37183320541468756,-0.2635233787871033,-0.15965408534434522,1.2515860512444434,0.1637869063579478
